ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,EXW,EXL,LBW,LBL,PSW,PSL,MaxW,MaxL,AvgW,AvgL,,,,,,,,,,,,,,,,
51,New York,US Open,31/08/2007,Grand Slam,Outdoor,Hard,2nd Round,5,Wawrinka S.,Safin M.,49,25,670,1155,6,3,6,3,6,3,,,,,3,0,Completed,2,25,1,57,2,2,1,65,2,15,1,65,2,42,1,658,2,22,1,63,,,,,,,,
51,New York,US Open,31/08/2007,Grand Slam,Outdoor,Hard,2nd Round,5,Moya C.,Kunitsyn I.,17,92,1445,445,6,4,6,4,7,5,,,,,3,0,Completed,1,1,6,5,1,1,6,5,1,11,5,84,1,123,8,3,1,1,6,75,,,,,,,,
51,New York,US Open,31/08/2007,Grand Slam,Outdoor,Hard,2nd Round,5,Robredo T.,Fish M.,8,40,1950,790,6,4,3,6,6,4,6,7,6,4,3,2,Completed,1,66,2,1,1,77,2,1,75,2,5,1,8,2,15,1,77,2,,,,,,,,,,
51,New York,US Open,31/08/2007,Grand Slam,Outdoor,Hard,2nd Round,5,Ginepri R.,Gabashvili T.,64,94,575,438,6,2,6,3,6,1,,,,,3,0,Completed,1,36,3,1,3,3,4,1,3,3,35,1,319,3,83,1,35,3,1,,,,,,,,,
51,New York,US Open,31/08/2007,Grand Slam,Outdoor,Hard,2nd Round,5,Ferrer D.,Serra F.,15,89,1565,460,4,6,6,3,6,3,6,2,,,3,1,Completed,1,11,6,1,12,6,1,11,5,84,1,123,8,3,1,12,5,85,,,,,,,,,,
51,New York,US Open,31/08/2007,Grand Slam,Outdoor,Hard,2nd Round,5,Kohlschreiber P.,Youzhny M.,38,11,825,1880,3,6,6,4,6,3,6,3,,,3,1,Completed,3,75,1,25,3,4,1,3,3,35,1,3,3,91,1,312,3,2,1,33,,,,,,,,
51,New York,US Open,31/08/2007,Grand Slam,Outdoor,Hard,2nd Round,5,Monaco J.,Sela D.,23,118,1175,363,6,4,6,0,6,7,6,4,,,3,1,Completed,1,28,3,5,1,38,2,9,1,28,3,46,1,408,3,25,1,31,3,33,,,,,,,,
51,New York,US Open,31/08/2007,Grand Slam,Outdoor,Hard,2nd Round,5,Nalbandian D.,Malisse X.,24,67,1155,545,6,4,6,4,6,2,,,,,3,0,Completed,1,36,3,1,35,3,1,1,35,2,9,1,463,2,96,1,37,3,,,,,,,,,,
51,New York,US Open,31/08/2007,Grand Slam,Outdoor,Hard,2nd Round,5,Tsonga J.W.,Henman T.,74,91,523,445,7,6,2,6,7,5,6,4,,,3,1,Completed,1,72,2,1,77,2,1,75,2,5,1,746,2,24,1,74,2,4,,,,,,,,,,
51,New York,US Open,31/08/2007,Grand Slam,Outdoor,Hard,2nd Round,5,Calleri A.,Hewitt L.,58,16,590,1495,4,6,6,4,6,4,6,2,,,3,1,Completed,8,1,6,7,25,1,8,6,25,1,1,9,55,1,95,6,4,1,11,,,,,,,,,
51,New York,US Open,31/08/2007,Grand Slam,Outdoor,Hard,2nd Round,5,Nadal R.,Tipsarevic J.,2,56,5485,608,6,2,6,3,3,2,,,,,2,0,Retired,1,28,3,5,1,28,3,55,1,35,3,1,1,333,3,7,1,33,3,2,,,,,,,,
51,New York,US Open,01/09/2007,Grand Slam,Outdoor,Hard,3rd Round,5,Davydenko N.,Almagro N.,4,28,3255,980,7,5,6,0,7,5,,,,,3,0,Completed,1,16,4,5,1,18,4,65,1,2,4,25,1,19,5,75,1,16,4,95,,,,,,,,
51,New York,US Open,01/09/2007,Grand Slam,Outdoor,Hard,3rd Round,5,Haas T.,Grosjean S.,10,78,1880,516,6,2,6,4,3,6,4,6,6,3,3,2,Completed,1,44,2,62,1,4,2,85,1,48,2,53,1,467,2,94,1,5,2,52,,,,,,,,
51,New York,US Open,01/09/2007,Grand Slam,Outdoor,Hard,3rd Round,5,Roddick A.,Johansson T.,5,68,2990,544,6,3,6,2,6,0,,,,,3,0,Completed,1,1,6,5,1,12,6,1,13,5,5,1,146,7,26,1,14,5,5,,,,,,,,,
51,New York,US Open,01/09/2007,Grand Slam,Outdoor,Hard,3rd Round,5,Lopez F.,Young D.,60,223,586,183,3,6,6,3,7,6,7,5,,,3,1,Completed,1,25,3,75,1,33,3,2,1,37,2,92,1,322,3,81,1,34,3,14,,,,,,,,
51,New York,US Open,01/09/2007,Grand Slam,Outdoor,Hard,3rd Round,5,Berdych T.,Verdasco F.,9,34,1925,860,7,6,6,1,7,6,,,,,3,0,Completed,1,36,3,1,4,2,85,1,44,2,67,1,426,3,15,1,43,2,74,,,,,,,,,
51,New York,US Open,01/09/2007,Grand Slam,Outdoor,Hard,3rd Round,5,Federer R.,Isner J.,1,184,7605,223,6,7,6,2,6,4,6,2,,,3,1,Completed,1,1,13,1,2,14,1,4,9,25,1,3,24,1,2,18,,,,,,,,,,,,
51,New York,US Open,01/09/2007,Grand Slam,Outdoor,Hard,3rd Round,5,Lee H.T.,Murray A.,43,19,726,1420,6,3,6,3,2,6,7,5,,,3,1,Completed,2,75,1,39,2,45,1,53,2,45,1,5,2,9,1,476,2,5,1,5,,,,,,,,
51,New York,US Open,01/09/2007,Grand Slam,Outdoor,Hard,3rd Round,5,Blake J.,Koubek S.,6,63,2390,580,6,4,3,6,7,6,6,1,,,3,1,Completed,1,12,5,5,1,14,5,4,1,17,4,67,1,227,5,1,17,4,8,,,,,,,,,
51,New York,US Open,02/09/2007,Grand Slam,Outdoor,Hard,3rd Round,5,Chela J.I.,Ljubicic I.,22,12,1220,1780,6,4,6,7,2,6,6,3,6,3,3,2,Completed,3,1,36,2,8,1,42,2,75,1,42,3,9,1,437,2,82,1,41,,,,,,,,,
51,New York,US Open,02/09/2007,Grand Slam,Outdoor,Hard,3rd Round,5,Ferrer D.,Nalbandian D.,15,24,1565,1155,6,3,3,6,4,6,7,6,7,5,3,2,Completed,1,9,1,8,1,88,1,88,1,87,1,87,2,1,1,901,1,88,1,88,,,,,,,,
51,New York,US Open,02/09/2007,Grand Slam,Outdoor,Hard,3rd Round,5,Nadal R.,Tsonga J.W.,2,74,5485,523,7,6,6,2,6,1,,,,,3,0,Completed,1,16,4,5,1,2,4,4,1,2,4,25,1,24,4,77,1,25,3,8,,,,,,,,
51,New York,US Open,02/09/2007,Grand Slam,Outdoor,Hard,3rd Round,5,Monaco J.,Calleri A.,23,58,1175,590,7,6,6,2,6,4,,,,,3,0,Completed,2,25,1,57,2,25,1,62,2,3,1,6,2,49,1,629,2,34,1,57,,,,,,,,
51,New York,US Open,02/09/2007,Grand Slam,Outdoor,Hard,3rd Round,5,Wawrinka S.,Ginepri R.,49,64,670,575,5,7,6,4,4,6,6,4,6,3,3,2,Completed,1,83,1,83,1,83,1,93,2,1,75,1,926,1,98,1,92,1,84,,,,,,,,,
51,New York,US Open,02/09/2007,Grand Slam,Outdoor,Hard,3rd Round,5,Moya C.,Kohlschreiber P.,17,38,1445,825,4,6,7,5,7,6,4,6,6,4,3,2,Completed,1,44,2,62,1,45,2,7,1,5,2,45,1,463,2,96,1,5,2,5,,,,,,,,
51,New York,US Open,02/09/2007,Grand Slam,Outdoor,Hard,3rd Round,5,Djokovic N.,Del Potro J.M.,3,57,3670,595,6,1,6,3,6,4,,,,,3,0,Completed,1,16,4,5,1,2,4,4,1,2,4,25,1,2,5,5,1,17,4,8,,,,,,,,
51,New York,US Open,02/09/2007,Grand Slam,Outdoor,Hard,3rd Round,5,Gulbis E.,Robredo T.,88,8,470,1950,6,1,6,3,6,2,,,,,3,0,Completed,3,5,1,28,3,4,1,3,3,1,1,35,3,8,1,323,3,15,1,34,,,,,,,,
51,New York,US Open,03/09/2007,Grand Slam,Outdoor,Hard,4th Round,5,Roddick A.,Berdych T.,5,9,2990,1925,7,6,2,0,,,,,,,2,0,Retired,1,36,3,1,33,3,2,1,37,2,92,1,351,3,65,1,37,3,,,,,,,,,,
51,New York,US Open,03/09/2007,Grand Slam,Outdoor,Hard,4th Round,5,Haas T.,Blake J.,10,6,1880,2390,4,6,6,4,3,6,6,0,7,6,3,2,Completed,2,5,1,5,2,45,1,53,2,35,1,55,2,53,1,613,2,52,1,5,,,,,,,,
51,New York,US Open,03/09/2007,Grand Slam,Outdoor,Hard,4th Round,5,Davydenko N.,Lee H.T.,4,43,3255,726,6,1,6,3,6,4,,,,,3,0,Completed,1,12,5,5,1,15,5,25,1,15,5,2,1,143,7,3,1,15,5,15,,,,,,,,
51,New York,US Open,03/09/2007,Grand Slam,Outdoor,Hard,4th Round,5,Federer R.,Lopez F.,1,60,7605,586,3,6,6,4,6,1,6,4,,,3,1,Completed,1,1,15,1,1,14,1,3,10,5,1,25,28,5,1,2,18,,,,,,,,,,,
51,New York,US Open,03/09/2007,Grand Slam,Outdoor,Hard,4th Round,5,Chela J.I.,Wawrinka S.,22,49,1220,670,4,6,6,2,7,6,1,6,6,4,3,2,Completed,2,25,1,57,2,35,1,57,2,28,1,58,2,53,1,613,2,18,1,65,,,,,,,,
51,New York,US Open,04/09/2007,Grand Slam,Outdoor,Hard,4th Round,5,Moya C.,Gulbis E.,17,88,1445,470,7,5,6,2,6,7,6,4,,,3,1,Completed,1,44,2,62,1,45,2,7,1,5,2,45,1,538,2,76,1,47,2,62,,,,,,,,
51,New York,US Open,04/09/2007,Grand Slam,Outdoor,Hard,4th Round,5,Djokovic N.,Monaco J.,3,23,3670,1175,7,5,7,6,6,7,6,1,,,3,1,Completed,1,8,7,1,8,7,25,1,1,6,25,1,119,8,6,1,7,8,,,,,,,,,,
51,New York,US Open,04/09/2007,Grand Slam,Outdoor,Hard,4th Round,5,Ferrer D.,Nadal R.,15,2,1565,5485,6,7,6,4,7,6,6,2,,,3,1,Completed,5,1,14,5,1,16,5,2,1,15,5,5,1,2,5,4,1,14,,,,,,,,,,
51,New York,US Open,05/09/2007,Grand Slam,Outdoor,Hard,Quarterfinals,5,Davydenko N.,Haas T.,4,10,3255,1880,6,3,6,3,6,4,,,,,3,0,Completed,1,44,2,75,1,45,2,7,1,4,2,85,1,46,3,1,48,2,6,,,,,,,,,
51,New York,US Open,05/09/2007,Grand Slam,Outdoor,Hard,Quarterfinals,5,Federer R.,Roddick A.,1,5,7605,2990,7,6,7,6,6,2,,,,,3,0,Completed,1,6,8,5,1,6,8,5,1,7,8,66,1,1,9,25,1,6,8,5,,,,,,,,
51,New York,US Open,05/09/2007,Grand Slam,Outdoor,Hard,Quarterfinals,5,Ferrer D.,Chela J.I.,15,22,1565,1220,6,2,6,3,7,5,,,,,3,0,Completed,1,25,4,1,22,4,1,1,26,3,59,1,28,4,28,1,21,4,25,,,,,,,,,
51,New York,US Open,07/09/2007,Grand Slam,Outdoor,Hard,Quarterfinals,5,Djokovic N.,Moya C.,3,17,3670,1445,6,4,7,6,6,1,,,,,3,0,Completed,1,19,4,5,1,2,4,4,1,2,4,25,1,23,5,1,25,3,85,,,,,,,,,
51,New York,US Open,08/09/2007,Grand Slam,Outdoor,Hard,Semifinals,5,Djokovic N.,Ferrer D.,3,15,3670,1565,6,4,6,4,6,3,,,,,3,0,Completed,1,3,3,5,1,35,3,1,1,37,2,92,1,35,3,66,1,35,3,1,,,,,,,,
51,New York,US Open,08/09/2007,Grand Slam,Outdoor,Hard,Semifinals,5,Federer R.,Davydenko N.,1,4,7605,3255,7,5,6,1,7,5,,,,,3,0,Completed,1,7,8,1,8,7,25,1,1,6,75,1,1,9,1,8,7,5,,,,,,,,,,
51,New York,US Open,09/09/2007,Grand Slam,Outdoor,Hard,The Final,5,Federer R.,Djokovic N.,1,3,7605,3670,7,6,7,6,6,4,,,,,3,0,Completed,1,2,4,5,1,18,4,75,1,17,4,67,1,222,5,1,1,17,5,,,,,,,,,
6,Melbourne,Australian Open,16/01/2006,Grand Slam,Outdoor,Hard,1st Round,5,Ginepri R.,Melzer J.,18,55,1495,675,6,1,6,4,6,2,,,,,3,0,Completed,1,36,3,1,4,2,95,1,44,2,67,1,392,3,35,1,38,2,92,,,,,,,,,
6,Melbourne,Australian Open,16/01/2006,Grand Slam,Outdoor,Hard,1st Round,5,Gaudio G.,Sabau R.,10,107,2050,397,6,2,5,0,,,,,,,1,0,Retired,1,16,4,5,1,16,5,25,1,1,6,23,1,18,6,5,1,15,5,,,,,,,,,
6,Melbourne,Australian Open,16/01/2006,Grand Slam,Outdoor,Hard,1st Round,5,Ferrer D.,Serra F.,14,37,1635,863,4,6,6,3,6,1,6,4,,,3,1,Completed,1,8,1,9,1,85,1,95,1,8,1,95,1,893,2,2,1,8,1,95,,,,,,,,
6,Melbourne,Australian Open,16/01/2006,Grand Slam,Outdoor,Hard,1st Round,5,Burgsmuller L.,Schuettler R.,143,87,295,463,3,6,6,3,7,6,6,3,,,3,1,Completed,2,25,1,57,2,25,1,65,2,28,1,58,2,31,1,709,2,32,1,58,,,,,,,,
6,Melbourne,Australian Open,16/01/2006,Grand Slam,Outdoor,Hard,1st Round,5,Bracciali D.,Lu Y.H.,80,161,498,256,6,1,7,6,6,2,,,,,3,0,Completed,1,72,2,1,75,2,5,1,76,1,99,1,847,2,8,1,75,2,,,,,,,,,,
6,Melbourne,Australian Open,16/01/2006,Grand Slam,Outdoor,Hard,1st Round,5,Hernych J.,Vicente F.,90,106,455,400,2,6,6,3,7,6,6,2,,,3,1,Completed,1,22,4,1,25,4,1,2,4,45,1,25,4,6,1,2,4,2,,,,,,,,,,
6,Melbourne,Australian Open,16/01/2006,Grand Slam,Outdoor,Hard,1st Round,5,Stepanek R.,Rehnquist B.,20,368,1440,83,6,1,6,2,6,2,,,,,3,0,Completed,1,7,7,1,14,5,75,1,11,5,84,1,163,6,52,1,1,6,3,,,,,,,,,
6,Melbourne,Australian Open,16/01/2006,Grand Slam,Outdoor,Hard,1st Round,5,Gremelmayr D.,Bjorkman J.,177,66,218,578,3,6,6,2,6,0,6,1,,,3,1,Completed,3,75,1,25,3,65,1,28,4,6,1,21,4,9,1,295,4,1,1,21,,,,,,,,
6,Melbourne,Australian Open,16/01/2006,Grand Slam,Outdoor,Hard,1st Round,5,Nalbandian D.,Udomchoke D.,4,121,2370,370,6,2,6,2,1,6,6,7,6,1,3,2,Completed,1,4,9,1,6,9,1,4,9,35,1,56,15,1,6,8,,,,,,,,,,,,
6,Melbourne,Australian Open,16/01/2006,Grand Slam,Outdoor,Hard,1st Round,5,Wawrinka S.,Montanes A.,46,72,735,536,4,6,6,2,6,3,6,0,,,3,1,Completed,1,11,6,1,1,7,1,1,6,75,1,128,8,1,7,7,6,,,,,,,,,,,
6,Melbourne,Australian Open,16/01/2006,Grand Slam,Outdoor,Hard,1st Round,5,Baghdatis M.,Gimelstob J.,54,115,684,383,7,6,7,5,6,0,,,,,3,0,Completed,1,36,3,1,35,3,2,1,32,3,22,1,332,3,71,1,35,3,5,,,,,,,,,
6,Melbourne,Australian Open,16/01/2006,Grand Slam,Outdoor,Hard,1st Round,5,Nieminen J.,Kimmich M.,24,313,1230,103,6,2,6,3,6,1,,,,,3,0,Completed,1,5,8,5,1,5,10,1,6,7,79,1,57,14,98,1,5,9,,,,,,,,,,
6,Melbourne,Australian Open,16/01/2006,Grand Slam,Outdoor,Hard,1st Round,5,Ancic M.,Calleri A.,21,52,1390,692,6,4,4,6,6,3,6,4,,,3,1,Completed,1,28,3,5,1,35,3,2,1,32,3,22,1,328,3,75,1,34,3,1,,,,,,,,
6,Melbourne,Australian Open,16/01/2006,Grand Slam,Outdoor,Hard,1st Round,5,Pavel A.,Moya C.,82,35,485,885,6,4,7,6,4,6,3,6,6,4,3,2,Completed,3,75,1,25,4,55,1,2,4,45,1,2,5,21,1,217,4,15,1,21,,,,,,,,
6,Melbourne,Australian Open,16/01/2006,Grand Slam,Outdoor,Hard,1st Round,5,Wang Y.T.,Zabaleta M.,98,83,423,481,6,2,7,5,4,1,,,,,2,0,Retired,1,57,2,25,1,62,2,3,1,75,2,1,763,2,21,,,,,,,,,,,,,
6,Melbourne,Australian Open,16/01/2006,Grand Slam,Outdoor,Hard,1st Round,5,Moodie W.,Hernandez O.,60,113,603,385,3,6,7,6,6,4,6,2,,,3,1,Completed,1,7,7,5,1,8,8,1,6,7,79,1,119,8,6,1,6,8,,,,,,,,,,
6,Melbourne,Australian Open,16/01/2006,Grand Slam,Outdoor,Hard,1st Round,5,Faurel J.C.,Waske A.,203,122,183,368,7,6,6,3,7,6,,,,,3,0,Completed,2,62,1,44,2,45,1,55,2,45,1,5,2,56,1,602,2,44,1,52,,,,,,,,
6,Melbourne,Australian Open,16/01/2006,Grand Slam,Outdoor,Hard,1st Round,5,Garcia-Lopez G.,Dent T.,110,31,393,920,7,6,6,3,7,6,,,,,3,0,Completed,5,1,14,5,5,1,15,4,45,1,18,5,51,1,2,4,7,1,17,,,,,,,,,
6,Melbourne,Australian Open,16/01/2006,Grand Slam,Outdoor,Hard,1st Round,5,Kohlschreiber P.,Dlouhy L.,79,96,500,428,7,5,6,2,6,4,,,,,3,0,Completed,1,44,2,62,1,45,2,75,1,42,2,75,1,437,3,9,1,44,2,66,,,,,,,,
6,Melbourne,Australian Open,16/01/2006,Grand Slam,Outdoor,Hard,1st Round,5,Ljubicic I.,Guccione C.,8,148,2180,283,7,6,6,4,7,6,,,,,3,0,Completed,1,8,7,1,8,8,1,1,6,75,1,71,12,1,7,7,5,,,,,,,,,,,
6,Melbourne,Australian Open,16/01/2006,Grand Slam,Outdoor,Hard,1st Round,5,Berdych T.,Reynolds B.,23,92,1250,442,7,5,6,3,6,7,6,1,,,3,1,Completed,1,11,6,1,8,8,1,1,6,75,1,111,8,75,1,1,6,4,,,,,,,,,,
6,Melbourne,Australian Open,16/01/2006,Grand Slam,Outdoor,Hard,1st Round,5,Lopez F.,Behrend T.,33,88,900,461,6,2,7,5,6,3,,,,,3,0,Completed,1,1,6,5,1,1,7,1,1,6,75,1,138,7,6,1,1,6,2,,,,,,,,,
6,Melbourne,Australian Open,16/01/2006,Grand Slam,Outdoor,Hard,1st Round,5,Santoro F.,Spadea V.,65,73,580,515,3,6,6,0,6,2,6,3,,,3,1,Completed,1,61,2,2,1,65,2,25,1,6,2,3,1,621,2,51,1,58,2,28,,,,,,,,
6,Melbourne,Australian Open,16/01/2006,Grand Slam,Outdoor,Hard,1st Round,5,Benneteau J.,Daniel M.,162,95,255,429,6,2,6,1,3,0,,,,,2,0,Retired,1,39,2,75,1,36,3,15,1,3,3,35,1,437,3,9,1,36,3,,,,,,,,,
6,Melbourne,Australian Open,16/01/2006,Grand Slam,Outdoor,Hard,1st Round,5,Robredo T.,Vanek J.,19,97,1490,425,6,4,7,6,6,3,,,,,3,0,Completed,1,12,5,5,1,13,6,1,1,6,75,1,133,7,8,1,14,5,25,,,,,,,,,
6,Melbourne,Australian Open,16/01/2006,Grand Slam,Outdoor,Hard,1st Round,5,Simon G.,Massu N.,123,61,365,600,7,6,6,2,3,6,4,6,6,3,3,2,Completed,2,87,1,39,2,75,1,45,2,85,1,4,2,7,1,556,2,7,1,44,,,,,,,,
6,Melbourne,Australian Open,16/01/2006,Grand Slam,Outdoor,Hard,1st Round,5,Blake J.,Acasuso J.,22,45,1390,768,6,2,6,3,4,6,7,6,,,3,1,Completed,1,8,7,1,8,8,1,7,7,19,1,111,8,75,1,12,5,75,,,,,,,,,,
6,Melbourne,Australian Open,16/01/2006,Grand Slam,Outdoor,Hard,1st Round,5,Malisse X.,Youzhny M.,39,42,836,795,7,5,5,7,6,4,6,2,,,3,1,Completed,1,8,1,9,1,77,2,5,1,8,1,95,1,787,2,17,1,75,2,,,,,,,,,
6,Melbourne,Australian Open,16/01/2006,Grand Slam,Outdoor,Hard,1st Round,5,Johansson T.,Saulnier C.,13,89,1645,460,6,1,7,6,6,4,,,,,3,0,Completed,1,16,4,5,1,18,4,85,1,15,4,92,1,172,6,31,1,21,4,1,,,,,,,,
6,Melbourne,Australian Open,16/01/2006,Grand Slam,Outdoor,Hard,1st Round,5,Tursunov D.,Henman T.,53,36,690,870,5,7,6,3,6,4,7,5,,,3,1,Completed,1,83,1,83,1,85,1,95,1,8,1,95,1,769,2,2,1,75,2,2,,,,,,,,
6,Melbourne,Australian Open,16/01/2006,Grand Slam,Outdoor,Hard,1st Round,5,Muller G.,Mello R.,71,131,538,323,5,7,6,2,6,7,7,6,6,0,3,2,Completed,1,28,3,5,1,28,3,65,1,23,3,89,1,321,3,82,1,28,3,5,,,,,,,,
6,Melbourne,Australian Open,16/01/2006,Grand Slam,Outdoor,Hard,1st Round,5,Roddick A.,Lammer M.,3,220,3085,163,6,4,6,2,6,2,,,,,3,0,Completed,1,1,15,1,2,14,1,2,25,1,16,43,5,1,1,30,,,,,,,,,,,,
6,Melbourne,Australian Open,17/01/2006,Grand Slam,Outdoor,Hard,1st Round,5,Federer R.,Istomin D.,1,195,6725,198,6,2,6,3,6,2,,,,,3,0,Completed,1,2,1,1,1,16,1,1,33,1,1,81,1,1,30,,,,,,,,,,,,,
6,Melbourne,Australian Open,17/01/2006,Grand Slam,Outdoor,Hard,1st Round,5,Coria G.,Hanescu V.,9,38,2175,856,6,4,1,6,4,6,6,2,6,1,3,2,Completed,1,22,4,1,22,4,25,1,2,4,45,1,224,5,6,1,22,4,,,,,,,,,,
6,Melbourne,Australian Open,17/01/2006,Grand Slam,Outdoor,Hard,1st Round,5,Horna L.,Monfils G.,81,27,492,1129,6,4,7,5,6,1,,,,,3,0,Completed,4,5,1,16,4,25,1,22,4,25,1,2,4,55,1,26,4,25,1,2,,,,,,,,
6,Melbourne,Australian Open,17/01/2006,Grand Slam,Outdoor,Hard,1st Round,5,Hrbaty D.,Marach O.,15,125,1540,360,3,6,4,6,6,2,6,1,6,3,3,2,Completed,1,7,7,5,1,1,7,1,7,7,19,1,14,7,45,1,8,7,,,,,,,,,,
6,Melbourne,Australian Open,17/01/2006,Grand Slam,Outdoor,Hard,1st Round,5,Luzzi F.,Marin J.A.,186,108,209,395,6,1,6,4,7,5,,,,,3,0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Melbourne,Australian Open,17/01/2006,Grand Slam,Outdoor,Hard,1st Round,5,Goldstein P.,Djokovic N.,68,76,567,502,6,2,1,6,6,3,6,2,,,3,1,Completed,2,75,1,39,3,1,1,36,2,83,1,39,3,35,1,392,3,1,1,34,,,,,,,,
6,Melbourne,Australian Open,17/01/2006,Grand Slam,Outdoor,Hard,1st Round,5,Luczak P.,Minar I.,139,102,304,413,7,6,7,6,6,4,,,,,3,0,Completed,1,57,2,25,1,6,2,35,1,5,2,45,1,617,2,52,1,53,2,42,,,,,,,,
6,Melbourne,Australian Open,17/01/2006,Grand Slam,Outdoor,Hard,1st Round,5,Norman D.,Fleishman Z.,104,236,404,150,6,4,7,6,5,7,0,6,6,3,3,2,Completed,1,72,2,1,95,1,85,1,87,1,87,1,917,1,99,,,,,,,,,,,,,
6,Melbourne,Australian Open,17/01/2006,Grand Slam,Outdoor,Hard,1st Round,5,Rochus O.,Llodra M.,29,141,1045,298,6,4,6,2,6,2,,,,,3,0,Completed,1,16,4,5,1,17,5,1,17,4,67,1,184,5,94,1,15,5,,,,,,,,,,
6,Melbourne,Australian Open,17/01/2006,Grand Slam,Outdoor,Hard,1st Round,5,Phau B.,Berlocq C.,91,75,454,504,6,4,7,6,2,6,7,6,,,3,1,Completed,1,3,3,39,1,33,3,3,1,35,3,1,1,351,3,65,1,34,3,1,,,,,,,,
6,Melbourne,Australian Open,17/01/2006,Grand Slam,Outdoor,Hard,1st Round,5,Kim K.,Levy H.,99,218,416,165,6,4,6,4,6,0,,,,,3,0,Completed,1,9,1,8,2,5,1,77,2,5,1,75,2,1,1,901,1,98,1,78,,,,,,,,
6,Melbourne,Australian Open,17/01/2006,Grand Slam,Outdoor,Hard,1st Round,5,Healey N.,Volandri F.,240,32,148,910,6,2,6,3,,,,,,,2,0,Retired,3,5,1,28,3,5,1,3,3,34,1,3,4,22,1,284,3,6,1,26,,,,,,,,
6,Melbourne,Australian Open,17/01/2006,Grand Slam,Outdoor,Hard,1st Round,5,Haas T.,Gasquet R.,41,16,825,1511,6,2,7,5,6,2,,,,,3,0,Completed,1,44,2,62,1,45,2,75,1,48,2,53,1,485,2,86,1,41,2,8,,,,,,,,
6,Melbourne,Australian Open,17/01/2006,Grand Slam,Outdoor,Hard,1st Round,5,Davydenko N.,Karlovic I.,5,67,2355,575,7,5,4,6,3,6,7,5,6,3,3,2,Completed,1,33,3,1,33,3,3,1,28,3,46,1,331,3,72,1,33,3,2,,,,,,,,,
6,Melbourne,Australian Open,17/01/2006,Grand Slam,Outdoor,Hard,1st Round,5,Andreev I.,Almagro N.,26,111,1215,392,7,5,6,4,6,3,,,,,3,0,Completed,1,19,4,33,1,17,5,1,2,4,25,1,22,5,14,1,16,4,85,,,,,,,,,
6,Melbourne,Australian Open,17/01/2006,Grand Slam,Outdoor,Hard,1st Round,5,Pashanski B.,Arthurs W.,77,100,502,416,6,3,6,4,4,6,7,6,,,3,1,Completed,2,62,1,44,,,2,25,1,6,2,59,1,592,2,3,1,58,,,,,,,,,,
6,Melbourne,Australian Open,17/01/2006,Grand Slam,Outdoor,Hard,1st Round,5,Monaco J.,Lisnard J.R.,85,109,477,393,4,6,6,2,6,4,6,3,,,3,1,Completed,1,5,2,5,1,45,2,75,1,5,2,45,1,478,2,89,1,46,2,6,,,,,,,,
6,Melbourne,Australian Open,17/01/2006,Grand Slam,Outdoor,Hard,1st Round,5,Chela J.I.,Murray A.,51,62,695,593,6,1,6,3,6,3,,,,,3,0,Completed,2,37,1,53,2,5,1,53,2,3,1,6,2,7,1,556,2,35,1,55,,,,,,,,
6,Melbourne,Australian Open,17/01/2006,Grand Slam,Outdoor,Hard,1st Round,5,Hewitt L.,Vik R.,6,58,2330,612,6,4,2,6,5,7,7,6,6,3,3,2,Completed,1,7,7,5,1,5,10,1,6,7,79,1,83,11,1,6,7,8,,,,,,,,,,
6,Melbourne,Australian Open,17/01/2006,Grand Slam,Outdoor,Hard,1st Round,5,Delic A.,Starace P.,173,105,224,403,7,5,6,7,6,3,3,6,6,3,3,2,Completed,2,2,1,61,2,5,1,53,2,25,1,6,2,65,1,571,2,32,1,57,,,,,,,,
6,Melbourne,Australian Open,17/01/2006,Grand Slam,Outdoor,Hard,1st Round,5,Mayer F.,Lee H.T.,69,112,544,386,6,4,6,1,4,6,6,4,,,3,1,Completed,1,44,2,62,1,45,2,75,1,4,2,85,1,474,2,91,1,4,2,85,,,,,,,,
6,Melbourne,Australian Open,17/01/2006,Grand Slam,Outdoor,Hard,1st Round,5,Vliegen K.,Rochus C.,84,43,481,795,6,3,6,1,6,4,,,,,3,0,Completed,1,5,2,5,1,53,2,5,1,45,2,6,1,581,2,62,1,5,2,5,,,,,,,,
6,Melbourne,Australian Open,17/01/2006,Grand Slam,Outdoor,Hard,1st Round,5,Kiefer N.,Srichaphan P.,25,50,1215,705,6,7,4,6,7,6,6,1,6,2,3,2,Completed,1,53,2,37,1,48,2,65,1,46,2,6,1,541,2,75,1,58,2,3,,,,,,,,
6,Melbourne,Australian Open,17/01/2006,Grand Slam,Outdoor,Hard,1st Round,5,Tipsarevic J.,Seppi A.,137,56,309,672,1,6,6,4,4,6,6,2,6,4,3,2,Completed,3,1,36,3,1,1,37,2,92,1,37,3,41,1,383,3,1,1,34,,,,,,,,,
6,Melbourne,Australian Open,17/01/2006,Grand Slam,Outdoor,Hard,1st Round,5,Mirnyi M.,Ascione T.,34,93,890,440,6,3,3,6,6,1,6,7,6,0,3,2,Completed,1,28,3,5,1,33,3,3,1,34,3,12,1,365,3,54,1,25,3,7,,,,,,,,
